更新时间,#genre#
东方卫视,http://223.240.169.141:4022/rtp/238.1.78.163:7176$组播源
东方卫视,http://125.82.168.238:8888/rtp/235.254.198.73:1568$组播源
东方卫视,http://125.82.171.210:8888/rtp/235.254.198.33:1408$组播源
东方卫视,http://125.82.171.210:8888/rtp/235.254.198.73:1568$组播源
东方卫视,http://125.82.168.238:8888/rtp/235.254.198.33:1408$组播源
东南卫视,http://175.11.75.126:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
东南卫视,http://183.215.211.219:9998/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
东南卫视,http://175.9.75.108:9998/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
东南卫视,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
东南卫视,http://59.56.215.8:8000/rtp/239.61.2.132:8708$组播源
东南卫视,http://218.24.193.146:808/rtp/232.0.0.74:1234$组播源
东南卫视,http://223.240.169.141:4022/rtp/238.1.78.22:6104$组播源
东南卫视,http://125.82.171.210:8888/rtp/235.254.198.129:7980$组播源
东南卫视,http://125.82.168.238:8888/rtp/235.254.198.129:7980$组播源
东南卫视,http://125.82.168.238:8888/rtp/235.254.198.35:1416$组播源
甘肃卫视,http://59.56.215.8:8000/rtp/239.61.2.225:9338$组播源
甘肃卫视,http://218.24.193.146:808/rtp/232.0.0.50:1234$组播源
甘肃卫视,http://223.240.169.141:4022/rtp/238.1.79.36:4400$组播源
甘肃卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000349/index.m3u8?IASHttpSessionId=$订阅源-IPv6
甘肃卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/index.m3u8$订阅源-IPv6
甘肃卫视,http://[2409:8087:74d9:21::6]:80/270000001128/9900000023/index.m3u8$订阅源-IPv6
甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://wouu.net:9977/udp/239.93.0.81:5140$订阅源
广西卫视,http://183.215.211.219:9998/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
广西卫视,http://175.9.75.108:9998/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
广西卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]/wh7f454c46tw2325655923_1638953995/ott.mobaibox.com/PLTV/3/224/3221228183/index.m3u8?icpid=3&RTS=1669700926&from=40&popid=40&hms_devid=2041&prioritypopid=40&vqe=3$订阅源-IPv6
广西卫视,http://[2409:8087:5e08:24::17]:6610/000000001000/1000000002000019837/index.m3u8?channel-id=bestzb&Contentid=1000000002000019837&livemode=1&stbId=3$订阅源-IPv6
广西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019837/1.m3u8$订阅源-IPv6
广西卫视,http://59.56.215.8:8000/rtp/239.61.2.48:8282$组播源
广西卫视,http://223.240.169.141:4022/rtp/238.1.78.70:6432$组播源
广西卫视,http://218.24.193.146:808/rtp/232.0.0.76:1234$组播源
广西卫视,http://61.138.128.226:19901/tsfile/live/0113_1.m3u8$订阅源
贵州卫视,http://183.215.211.219:9998/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
贵州卫视,http://59.56.215.8:8000/rtp/239.61.2.159:8942$组播源
贵州卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226474/index.m3u8$订阅源-IPv6
贵州卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226474/index.m3u8$订阅源-IPv6
贵州卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000003169/1.m3u8$订阅源-IPv6
贵州卫视,http://223.240.169.141:4022/rtp/238.1.78.244:7824$组播源
贵州卫视,http://218.24.193.146:808/rtp/232.0.0.181:1234$组播源
贵州卫视,http://61.138.128.226:19901/tsfile/live/0120_1.m3u8$订阅源
贵州卫视,http://36.129.204.117:9003//hls/53/index.m3u8$订阅源
海南卫视,http://59.56.215.8:8000/rtp/239.61.2.42:8246$组播源
海南卫视,http://223.240.169.141:4022/rtp/238.1.79.49:4504$组播源
海南卫视,http://218.24.193.146:808/rtp/232.0.0.26:1234$组播源
海南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006211/1.m3u8$订阅源-IPv6
海南卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000347/index.m3u8?IASHttpSessionId=$订阅源-IPv6
海南卫视,http://[2409:8087:1a0a:df::4035]:80/wh7f454c46tw2956885686_2095434499/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$订阅源-IPv6
海南卫视,http://61.138.128.226:19901/tsfile/live/1015_1.m3u8$订阅源
海南卫视,http://61.138.128.226:19901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://wouu.net:9977/udp/239.93.0.80:5140$订阅源
河北卫视,http://183.215.211.219:9998/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
河北卫视,http://175.9.75.108:9998/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
河北卫视,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
河北卫视,http://59.56.215.8:8000/rtp/239.61.2.57:8336$组播源
河北卫视,http://218.24.193.146:808/rtp/232.0.0.49:1234$组播源
河北卫视,http://223.240.169.141:4022/rtp/238.1.78.245:7832$组播源
河北卫视,http://125.82.168.238:8888/rtp/235.254.198.184:7980$组播源
河北卫视,http://125.82.171.210:8888/rtp/235.254.198.128:1788$组播源
河北卫视,http://125.82.168.238:8888/rtp/235.254.198.128:1788$组播源
河南卫视,http://183.215.211.219:9998/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
河南卫视,http://175.9.75.108:9998/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
河南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225842/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
河南卫视,http://[2409:8087:5e08:24::11]:6610/000000001000/5000000005000017925/index.m3u8?channel-id=bestzb&Contentid=5000000005000017925&livemode=1&stbId=3$订阅源-IPv6
河南卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221225842/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
河南卫视,http://59.56.215.8:8000/rtp/239.61.2.59:8348$组播源
河南卫视,http://218.24.193.146:808/rtp/232.0.0.80:1234$组播源
河南卫视,http://223.240.169.141:4022/rtp/238.1.79.65:4632$组播源
河南卫视,http://61.138.128.226:19901/tsfile/live/0139_1.m3u8$订阅源
吉林卫视,http://183.215.211.219:9998/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
吉林卫视,http://61.136.172.236:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
吉林卫视,http://59.56.215.8:8000/rtp/239.61.2.223:9326$组播源
吉林卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000030/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000030$订阅源-IPv6
吉林卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/6042486520432105075/1.m3u8$订阅源-IPv6
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226397/index.m3u8$订阅源-IPv6
吉林卫视,http://223.240.169.141:4022/rtp/238.1.79.48:4496$组播源
吉林卫视,http://218.24.193.146:808/rtp/232.0.0.180:1234$组播源
吉林卫视,http://36.129.204.117:9003//hls/19/index.m3u8$订阅源
吉林卫视,http://wouu.net:9977/udp/239.93.0.248:5140$订阅源
江苏卫视,http://175.11.75.126:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
江苏卫视,http://183.215.211.219:9998/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
江苏卫视,http://175.9.75.108:9998/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
江苏卫视,http://61.136.172.236:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
江苏卫视,http://59.56.215.8:8000/rtp/239.61.2.30:8174$组播源
江苏卫视,http://223.240.169.141:4022/rtp/238.1.78.165:7192$组播源
江苏卫视,http://218.24.193.146:808/rtp/232.0.0.116:1234$组播源
江苏卫视,http://125.82.171.210:8888/rtp/235.254.198.19:1352$组播源
江苏卫视,http://125.82.168.238:8888/rtp/235.254.198.19:1352$组播源
江苏卫视,http://125.82.171.210:8888/rtp/235.254.198.64:1532$组播源
江西卫视,http://175.11.75.126:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
江西卫视,http://183.215.211.219:9998/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
江西卫视,http://175.9.75.108:9998/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
江西卫视,http://116.128.242.83:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
江西卫视,http://59.56.215.8:8000/rtp/239.61.2.182:9080$组播源
江西卫视,http://218.24.193.146:808/rtp/232.0.0.82:1234$组播源
江西卫视,http://223.240.169.141:4022/rtp/238.1.78.26:6136$组播源
江西卫视,http://125.82.168.238:8888/rtp/235.254.198.29:1392$组播源
江西卫视,http://125.82.171.210:8888/rtp/235.254.198.29:1392$组播源
江西卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001034/index.m3u8$订阅源-IPv6
辽宁卫视,http://175.11.75.126:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
辽宁卫视,http://183.215.211.219:9998/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
辽宁卫视,http://175.9.75.108:9998/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
辽宁卫视,http://116.128.242.83:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
辽宁卫视,http://59.56.215.8:8000/rtp/239.61.2.181:9074$组播源
辽宁卫视,http://223.240.169.141:4022/rtp/238.1.78.21:6096$组播源
辽宁卫视,http://218.24.193.146:808/rtp/232.0.0.126:1234$组播源
辽宁卫视,http://125.82.171.210:8888/rtp/235.254.198.23:1368$组播源
辽宁卫视,http://125.82.171.210:8888/rtp/235.254.198.68:1548$组播源
辽宁卫视,http://125.82.168.238:8888/rtp/235.254.198.68:1548$组播源
内蒙古卫视,http://59.56.215.8:8000/rtp/239.61.2.226:9344$组播源
内蒙古卫视,http://223.240.169.141:4022/rtp/238.1.78.103:6696$组播源
内蒙古卫视,http://218.24.193.146:808/rtp/232.0.0.111:1234$组播源
内蒙古卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000014080/1.m3u8$订阅源-IPv6
内蒙古卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227244/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
内蒙古卫视,http://[2409:8087:5e01:34::20]:6610/ZTE_CMS/00000001000000060000000000000319/index.m3u8?IAS$订阅源-IPv6
内蒙古卫视,http://61.138.128.226:19901/tsfile/live/0109_1.m3u8$订阅源
内蒙古卫视,http://61.138.128.226:19901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8$订阅源
宁夏卫视,http://59.56.215.8:8000/rtp/239.61.2.56:8330$组播源
宁夏卫视,http://218.24.193.146:808/rtp/232.0.0.34:1234$组播源
宁夏卫视,http://223.240.169.141:4022/rtp/238.1.78.109:6744$组播源
宁夏卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000309/index.m3u8?fmmv6$订阅源-IPv6
宁夏卫视,http://[2409:8087:1a0a:df::4039]:80/wh7f454c46tw2322589885_-1778336447/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8$订阅源-IPv6
宁夏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225632/2.m3u8$订阅源-IPv6
宁夏卫视,http://61.138.128.226:19901/tsfile/live/0112_1.m3u8$订阅源
宁夏卫视,http://61.138.128.226:19901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
宁夏卫视,http://wouu.net:9977/udp/239.93.0.247:5140$订阅源
青海卫视,http://183.215.211.219:9998/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
青海卫视,http://59.56.215.8:8000/rtp/239.61.2.60:8354$组播源
青海卫视,http://218.24.193.146:808/rtp/232.0.0.101:1234$组播源
青海卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$订阅源-IPv6
青海卫视,http://[2409:8087:3428:20:500::100f]:6610/PLTV/88888888/224/3221227119/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225628/index.m3u8$订阅源-IPv6
青海卫视,http://223.240.169.141:4022/rtp/238.1.78.102:6688$组播源
青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8$订阅源
青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
青海卫视,http://wouu.net:9977/udp/239.93.0.192:5140$订阅源
山东卫视,http://183.215.211.219:9998/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
山东卫视,http://175.9.75.108:9998/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
山东卫视,http://116.128.242.83:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
山东卫视,http://61.136.172.236:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
山东卫视,http://59.56.215.8:8000/rtp/239.61.2.119:8708$组播源
山东卫视,http://223.240.169.141:4022/rtp/238.1.78.169:7224$组播源
山东卫视,http://218.24.193.146:808/rtp/232.0.0.131:1234$组播源
山东卫视,http://125.82.168.238:8888/rtp/235.254.198.69:1552$组播源
山东卫视,http://125.82.171.210:8888/rtp/235.254.198.69:1552$组播源
山东卫视,http://125.82.171.210:8888/rtp/235.254.198.24:1372$组播源
山西卫视,http://175.9.75.108:9998/tsfile/live/0126_2.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
山西卫视,http://59.56.215.8:8000/rtp/239.61.2.224:9332$组播源
山西卫视,http://223.240.169.141:4022/rtp/238.1.78.95:6632$组播源
山西卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000032/index.m3u8?IASHttpSessionId=$订阅源-IPv6
山西卫视,http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000053$订阅源-IPv6
山西卫视,http://[2409:8087:74d9:21::9]:80/270000001128/9900000053/index.m3u8$订阅源-IPv6
山西卫视,http://218.24.193.146:808/rtp/232.0.0.86:1234$组播源
山西卫视,http://61.138.128.226:19901/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://61.138.128.226:19901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://wouu.net:9977/udp/239.93.0.6:5140$订阅源
陕西卫视,http://183.215.211.219:9998/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
陕西卫视,http://175.9.75.108:9998/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
陕西卫视,http://59.56.215.8:8000/rtp/239.61.2.38:8222$组播源
陕西卫视,http://[2409:8087:3c02:21:0:1:0:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000029/index.m3u8?IASHttpSessionId=$订阅源-IPv6
陕西卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226444/index.m3u8$订阅源-IPv6
陕西卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000026/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000802$订阅源-IPv6
陕西卫视,http://218.24.193.146:808/rtp/232.0.0.35:1234$组播源
陕西卫视,http://223.240.169.141:4022/rtp/238.1.78.88:6576$组播源
陕西卫视,http://61.138.128.226:19901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://61.138.128.226:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://183.215.211.219:9998/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
四川卫视,http://175.11.75.126:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
四川卫视,http://175.9.75.108:9998/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
四川卫视,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
四川卫视,http://59.56.215.8:8000/rtp/239.61.2.251:9494$组播源
四川卫视,http://218.24.193.146:808/rtp/232.0.0.185:1234$组播源
四川卫视,http://223.240.169.141:4022/rtp/238.1.78.30:6168$组播源
四川卫视,http://125.82.171.210:8888/rtp/235.254.198.28:1388$组播源
四川卫视,http://125.82.168.238:8888/rtp/235.254.198.28:1388$组播源
四川卫视,http://125.82.171.210:8888/rtp/235.254.198.175:7980$组播源
深圳卫视,http://175.11.75.126:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
深圳卫视,http://183.215.211.219:9998/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
深圳卫视,http://175.9.75.108:9998/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
深圳卫视,http://61.136.172.236:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
深圳卫视,http://59.56.215.8:8000/rtp/239.61.3.46:9794$组播源
深圳卫视,http://218.24.193.146:808/rtp/232.0.0.110:1234$组播源
深圳卫视,http://223.240.169.141:4022/rtp/238.1.78.156:7120$组播源
深圳卫视,http://125.82.171.210:8888/rtp/235.254.198.31:1400$组播源
深圳卫视,http://125.82.171.210:8888/rtp/235.254.198.71:1560$组播源
深圳卫视,http://125.82.168.238:8888/rtp/235.254.198.71:1560$组播源
三沙卫视,http://59.56.215.8:8000/rtp/239.61.3.10:9578$组播源
三沙卫视,http://223.240.169.141:4022/rtp/238.1.78.27:6144$组播源
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8$订阅源
三沙卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227172/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
三沙卫视,http://[2409:8087:2001:20:2800:0:df6e:eb21]:80/ott.mobaibox.com/PLTV/4/224/3221228626/index.m3u8$订阅源-IPv6
三沙卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000319/index.m3u8?IAS$订阅源-IPv6
三沙卫视,http://wouu.net:9977/udp/239.93.42.58:5140$订阅源
三沙卫视,http://114.252.238.87:8000/udp/239.3.1.155:4120$订阅源
天津卫视,http://183.215.211.219:9998/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
天津卫视,http://175.9.75.108:9998/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
天津卫视,http://61.136.172.236:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
天津卫视,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
天津卫视,http://59.56.215.8:8000/rtp/239.61.2.180:9068$组播源
天津卫视,http://218.24.193.146:808/rtp/232.0.0.125:1234$组播源
天津卫视,http://223.240.169.141:4022/rtp/238.1.78.20:6088$组播源
天津卫视,http://125.82.171.210:8888/rtp/235.254.198.22:1364$组播源
天津卫视,http://125.82.168.238:8888/rtp/235.254.198.22:1364$组播源
天津卫视,http://125.82.171.210:8888/rtp/235.254.198.67:1544$组播源
西藏卫视,http://59.56.215.8:8000/rtp/239.61.2.229:9362$组播源
西藏卫视,http://218.24.193.146:808/rtp/232.0.0.114:1234$组播源
西藏卫视,http://223.240.169.141:4022/rtp/238.1.78.101:6680$组播源
西藏卫视,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225723/2/index.m3u8$订阅源-IPv6
西藏卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3$订阅源-IPv6
西藏卫视,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001072/index.m3u8$订阅源-IPv6
西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://wouu.net:9977/udp/239.93.0.175:5140$订阅源
新疆卫视,http://59.56.215.8:8000/rtp/239.61.2.227:9350$组播源
新疆卫视,http://223.240.169.141:4022/rtp/238.1.78.110:6752$组播源
新疆卫视,http://218.24.193.146:808/rtp/232.0.0.18:1234$组播源
新疆卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000029441/1.m3u8$订阅源-IPv6
新疆卫视,http://[2409:8087:74d9:21::9]/270000001128/index.m3u8?cmcc_cid=9900000045$订阅源-IPv6
新疆卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225852/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
新疆卫视,http://61.138.128.226:19901/tsfile/live/0110_1.m3u8$订阅源
新疆卫视,http://wouu.net:9977/udp/239.93.0.194:5140$订阅源
新疆卫视,http://58.57.40.22:9901/tsfile/live/1055_1.m3u8$订阅源
云南卫视,http://183.215.211.219:9998/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
云南卫视,http://175.9.75.108:9998/tsfile/live/0119_2.m3u8?key=txiptv&playlive=1&authid=0$湖南酒店源
云南卫视,http://59.56.215.8:8000/rtp/239.61.2.61:8360$组播源
云南卫视,http://[2409:8087:2001:20:2800:0:df6e:eb05]:80/ott.mobaibox.com/PLTV/4/224/3221225591/index.m3u8$订阅源-IPv6
云南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226444/index.m3u8$订阅源-IPv6
云南卫视,http://[2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221225853/index.m3u8?servicetype=1&IASHttpSessionId=RR423820220409134714119178$订阅源-IPv6
云南卫视,http://218.24.193.146:808/rtp/232.0.0.40:1234$组播源
云南卫视,http://223.240.169.141:4022/rtp/238.1.78.89:6584$组播源
云南卫视,http://61.138.128.226:19901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://61.138.128.226:19901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
